Date,YYYYMM,Year,Code,Name,Market,Close,peak_180d,ret_180d,sell_date,Score,Amount,chart_pattern,past_60,past_120,pos_252_high,For_5d,Inst_5d,For_20d,Inst_20d,PER_num,PBR_num,시총_num
2022-11-09,2022-11,2022,094170,동운아나텍,KOSDAQ,9757.0,407.4920569847289,192.53869017115917,2023-07-31,49.9,10901359502.0,mixed,16.097248880358283,84.59816887080368,-10.363564512942103,10238.0,-21951.0,-68709.0,-171722.0,162.92,13.36,923200000000.0
2023-02-08,2023-02,2023,007660,이수페타시스,KOSPI,8324.0,405.87457952907255,179.22873618452667,2023-11-02,57.22,148239776956.0,new_high_120,40.21982116244411,9.787047841306883,-9.683225341972646,953094.0,313608.0,2643577.0,120667.0,53.16,12.25,9256900000000.0
2023-02-08,2023-02,2023,007660,이수페타시스,KOSPI,8324.0,405.87457952907255,179.22873618452667,2023-11-02,58.09,148239776956.0,new_high_120,40.21982116244411,9.787047841306883,-9.683225341972646,953094.0,313608.0,2643577.0,120667.0,53.16,12.25,9256900000000.0
2023-02-08,2023-02,2023,007660,이수페타시스,KOSPI,8324.0,405.87457952907255,179.22873618452667,2023-11-02,51.77,148239776956.0,new_high_120,40.21982116244411,9.787047841306883,-9.683225341972646,953094.0,313608.0,2643577.0,120667.0,53.16,12.25,9256900000000.0
2023-02-08,2023-02,2023,007660,이수페타시스,KOSPI,8324.0,405.87457952907255,179.22873618452667,2023-11-02,60.27,148239776956.0,new_high_120,40.21982116244411,9.787047841306883,-9.683225341972646,953094.0,313608.0,2643577.0,120667.0,53.16,12.25,9256900000000.0
2021-03-15,2021-03,2021,007390,네이처셀,KOSDAQ,9800.0,402.0408163265306,86.73469387755102,2021-12-02,43.1,52396562400.0,V_recovery,-11.442786069651746,-14.832535885167463,-29.92125984251969,-234874.0,-27056.0,-358495.0,-80549.0,,23.01,1449800000000.0
2020-04-07,2020-04,2020,196170,알테오젠,KOSDAQ,25366.0,399.8265394622723,288.4609319561618,2020-12-29,45.27,98402780388.0,mixed,29.952883105227723,,-18.494283201407214,5977.0,12072.0,152801.0,231185.0,138.44,44.14,19532200000000.0
2025-05-08,2025-05,2025,298040,효성중공업,KOSPI,537000.0,397.39292364990695,384.7299813780261,2026-01-30,59.26,44800836000.0,box_breakout,-3.1894934333958735,14.666666666666671,-3.1894934333958735,90402.0,-39276.0,111749.0,-43829.0,71.87,15.87,37363500000000.0
2022-03-10,2022-03,2022,090710,휴림로봇,KOSDAQ,2480.0,396.9758064516129,112.17741935483869,2022-11-29,54.36,46270118880.0,mixed,21.613073273589876,-7.720000000000004,-30.09090909090909,,,,,,10.9,1390500000000.0
2020-06-18,2020-06,2020,048410,현대바이오,KOSDAQ,6313.0,394.820212260415,283.62109931886584,2021-03-12,51.08,243223817102.0,persistent_uptrend,81.20012767315671,,-14.541622760800843,,,,,,11.67,1298000000000.0
2020-06-18,2020-06,2020,048410,현대바이오,KOSDAQ,6313.0,394.820212260415,283.62109931886584,2021-03-12,57.96,243223817102.0,persistent_uptrend,81.20012767315671,,-14.541622760800843,,,,,,11.67,1298000000000.0
2020-06-18,2020-06,2020,048410,현대바이오,KOSDAQ,6313.0,394.820212260415,283.62109931886584,2021-03-12,58.81,243223817102.0,persistent_uptrend,81.20012767315671,,-14.541622760800843,,,,,,11.67,1298000000000.0
2020-06-18,2020-06,2020,048410,현대바이오,KOSDAQ,6313.0,394.820212260415,283.62109931886584,2021-03-12,56.64,243223817102.0,persistent_uptrend,81.20012767315671,,-14.541622760800843,,,,,,11.67,1298000000000.0
2020-05-14,2020-05,2020,285130,SK케미칼,KOSPI,63251.0,391.5574457320833,359.3856223617018,2021-02-02,51.68,299395762205.0,mixed,14.857399794450155,,-7.904269747798165,-14003.0,168413.0,-10196.0,95335.0,71.67,0.4,800900000000.0
2020-05-14,2020-05,2020,285130,SK케미칼,KOSPI,63251.0,391.5574457320833,359.3856223617018,2021-02-02,57.22,299395762205.0,mixed,14.857399794450155,,-7.904269747798165,-14003.0,168413.0,-10196.0,95335.0,71.67,0.4,800900000000.0
2020-05-14,2020-05,2020,285130,SK케미칼,KOSPI,63251.0,391.5574457320833,359.3856223617018,2021-02-02,55.45,299395762205.0,mixed,14.857399794450155,,-7.904269747798165,-14003.0,168413.0,-10196.0,95335.0,71.67,0.4,800900000000.0
2025-07-30,2025-07,2025,353200,대덕전자,KOSPI,23800.0,387.39495798319325,357.1428571428571,2026-04-27,64.67,169023411200.0,persistent_uptrend,38.43537414965987,19.214997070884586,-15.909090909090907,,,,,78.88,8.48,7476800000000.0
2021-11-15,2021-11,2021,249420,일동제약,KOSPI,16400.0,384.7560975609756,132.6219512195122,2022-08-05,65.81,8258367600.0,pullback_recovery,-0.983606557377048,-2.580645161290318,-35.1931330472103,90826.0,16554.0,54199.0,29749.0,24.73,2.95,729300000000.0
2021-11-15,2021-11,2021,249420,일동제약,KOSPI,16400.0,384.7560975609756,132.6219512195122,2022-08-05,67.67,8258367600.0,pullback_recovery,-0.983606557377048,-2.580645161290318,-35.1931330472103,90826.0,16554.0,54199.0,29749.0,24.73,2.95,729300000000.0
