n,skip,SW_n,SW_rate,w100_n,w100_rate,w50_n,w50_rate,avg_peak,avg_ret,winrate,filter,sort,mode,combo,set,invest_10m,profit_10m,final_10m,ret_pct_overall
174,580,19,10.919540229885058,46,26.436781609195403,87,50.0,93.17103340993977,45.69235106467545,60.91954022988506,F03_slope_10,S10_랜덤,weekly_3,F03_slope_10__S10_랜덤,FULL_weekly_3,17400000,7950469.085253528,25350469.08525353,45.69235106467545
96,427,4,4.166666666666666,17,17.708333333333336,32,33.33333333333333,55.22862709967484,17.53747658811169,56.25,F04_외인상위25,S01_거래대금낮,weekly_3,F04_외인상위25__S01_거래대금낮,FULL_weekly_3,9600000,1683597.7524587223,11283597.752458721,17.53747658811169
108,415,5,4.62962962962963,18,16.666666666666664,44,40.74074074074074,60.92626069566173,24.25371272512321,57.407407407407405,F04_외인상위25,S02_거래대금높,weekly_3,F04_외인상위25__S02_거래대금높,FULL_weekly_3,10800000,2619400.9743133066,13419400.974313308,24.253712725123208
102,421,4,3.92156862745098,14,13.725490196078432,38,37.25490196078432,57.23411354181657,17.841768599636858,54.90196078431373,F04_외인상위25,S03_점수낮,weekly_3,F04_외인상위25__S03_점수낮,FULL_weekly_3,10200000,1819860.3971629594,12019860.397162959,17.841768599636858
102,421,2,1.96078431372549,18,17.647058823529413,44,43.13725490196079,58.41664889281419,21.212862914292387,59.80392156862745,F04_외인상위25,S04_점수높,weekly_3,F04_외인상위25__S04_점수높,FULL_weekly_3,10200000,2163712.0172578236,12363712.017257825,21.212862914292387
98,425,2,2.0408163265306123,9,9.183673469387756,28,28.57142857142857,46.72172724570667,9.829768556186616,50.0,F04_외인상위25,S05_변동성낮,weekly_3,F04_외인상위25__S05_변동성낮,FULL_weekly_3,9800000,963317.3185062883,10763317.31850629,9.829768556186616
98,425,4,4.081632653061225,20,20.40816326530612,44,44.89795918367347,61.53131596589826,22.428951783262285,62.244897959183675,F04_외인상위25,S06_변동성높,weekly_3,F04_외인상위25__S06_변동성높,FULL_weekly_3,9800000,2198037.274759704,11998037.274759704,22.42895178326228
106,417,6,5.660377358490567,17,16.037735849056602,41,38.67924528301887,63.4738505982054,17.09820690461645,50.0,F04_외인상위25,S07_slope강한,weekly_3,F04_외인상위25__S07_slope강한,FULL_weekly_3,10600000,1812409.9318893438,12412409.931889344,17.09820690461645
96,427,7,7.291666666666667,19,19.791666666666664,38,39.58333333333333,73.84128434695903,37.79790725309309,56.25,F04_외인상위25,S08_외인매수강,weekly_3,F04_외인상위25__S08_외인매수강,FULL_weekly_3,9600000,3628599.096296937,13228599.096296936,37.79790725309309
111,412,7,6.306306306306306,21,18.91891891891892,44,39.63963963963964,67.3580799603607,31.10609863651287,65.76576576576578,F04_외인상위25,S09_52주고점근접,weekly_3,F04_외인상위25__S09_52주고점근접,FULL_weekly_3,11100000,3452776.948652928,14552776.948652929,31.10609863651287
97,426,3,3.0927835051546393,13,13.402061855670103,35,36.08247422680412,52.54187212487349,14.858509071858665,51.546391752577314,F04_외인상위25,S10_랜덤,weekly_3,F04_외인상위25__S10_랜덤,FULL_weekly_3,9700000,1441275.3799702905,11141275.37997029,14.858509071858665
132,549,12,9.090909090909092,35,26.515151515151516,64,48.48484848484848,76.15785337178606,32.45664492924561,62.878787878787875,F05_slope05_For양,S01_거래대금낮,weekly_3,F05_slope05_For양__S01_거래대금낮,FULL_weekly_3,13200000,4284277.130660421,17484277.130660422,32.45664492924561
132,549,10,7.575757575757576,31,23.484848484848484,60,45.45454545454545,75.67890148364111,29.486552685236532,57.57575757575758,F05_slope05_For양,S02_거래대금높,weekly_3,F05_slope05_For양__S02_거래대금높,FULL_weekly_3,13200000,3892224.9544512224,17092224.954451222,29.486552685236532
116,565,10,8.620689655172415,23,19.82758620689655,52,44.827586206896555,71.91263135514949,24.998292209308634,56.896551724137936,F05_slope05_For양,S03_점수낮,weekly_3,F05_slope05_For양__S03_점수낮,FULL_weekly_3,11600000,2899801.8962798016,14499801.8962798,24.998292209308634
125,556,11,8.799999999999999,35,28.000000000000004,61,48.8,76.67814759058847,27.601465498847517,60.8,F05_slope05_For양,S04_점수높,weekly_3,F05_slope05_For양__S04_점수높,FULL_weekly_3,12500000,3450183.1873559393,15950183.18735594,27.601465498847517
112,569,8,7.142857142857142,25,22.321428571428573,47,41.964285714285715,68.08539695018861,27.29106933972376,52.67857142857143,F05_slope05_For양,S05_변동성낮,weekly_3,F05_slope05_For양__S05_변동성낮,FULL_weekly_3,11200000,3056599.7660490614,14256599.766049061,27.291069339723762
121,560,13,10.743801652892564,27,22.31404958677686,55,45.45454545454545,76.93500542106364,25.13364066565328,59.50413223140496,F05_slope05_For양,S06_변동성높,weekly_3,F05_slope05_For양__S06_변동성높,FULL_weekly_3,12100000,3041170.5205440475,15141170.520544048,25.133640665653285
136,545,13,9.558823529411764,31,22.794117647058822,59,43.38235294117647,74.9944378134677,28.0584520293925,54.41176470588235,F05_slope05_For양,S07_slope강한,weekly_3,F05_slope05_For양__S07_slope강한,FULL_weekly_3,13600000,3815949.47599738,17415949.47599738,28.058452029392498
154,527,16,10.38961038961039,38,24.67532467532467,71,46.103896103896105,87.13139811689854,37.45428516057289,57.14285714285714,F05_slope05_For양,S08_외인매수강,weekly_3,F05_slope05_For양__S08_외인매수강,FULL_weekly_3,15400000,5767959.914728224,21167959.914728224,37.45428516057289
126,555,13,10.317460317460316,30,23.809523809523807,58,46.03174603174603,79.2647094464585,35.26170729706901,58.730158730158735,F05_slope05_For양,S09_52주고점근접,weekly_3,F05_slope05_For양__S09_52주고점근접,FULL_weekly_3,12600000,4442975.119430696,17042975.119430695,35.26170729706901
129,552,10,7.751937984496124,29,22.48062015503876,61,47.286821705426355,72.29532563061602,25.79919921813375,58.91472868217055,F05_slope05_For양,S10_랜덤,weekly_3,F05_slope05_For양__S10_랜덤,FULL_weekly_3,12900000,3328096.6991392537,16228096.699139254,25.79919921813375
143,592,8,5.594405594405594,40,27.972027972027973,71,49.65034965034965,83.25427287264779,37.206939736197675,65.73426573426573,F06_외인기관동시매수,S01_거래대금낮,weekly_3,F06_외인기관동시매수__S01_거래대금낮,FULL_weekly_3,14300000,5320592.382276268,19620592.382276267,37.206939736197675
124,611,9,7.258064516129033,27,21.774193548387096,55,44.354838709677416,80.66773340137091,33.84816593749409,59.67741935483871,F06_외인기관동시매수,S02_거래대금높,weekly_3,F06_외인기관동시매수__S02_거래대금높,FULL_weekly_3,12400000,4197172.576249267,16597172.576249268,33.84816593749409
145,590,11,7.586206896551724,30,20.689655172413794,61,42.06896551724138,81.75523810269763,32.799561673998426,58.620689655172406,F06_외인기관동시매수,S03_점수낮,weekly_3,F06_외인기관동시매수__S03_점수낮,FULL_weekly_3,14500000,4755936.442729771,19255936.44272977,32.799561673998426
142,593,9,6.338028169014084,40,28.169014084507044,70,49.29577464788733,81.53982149488199,35.84350566724665,64.08450704225352,F06_외인기관동시매수,S04_점수높,weekly_3,F06_외인기관동시매수__S04_점수높,FULL_weekly_3,14200000,5089777.804749025,19289777.804749027,35.84350566724665
128,607,9,7.03125,35,27.34375,65,50.78125,87.31210729355523,44.82812471787956,67.96875,F06_외인기관동시매수,S05_변동성낮,weekly_3,F06_외인기관동시매수__S05_변동성낮,FULL_weekly_3,12800000,5737999.963888584,18537999.963888586,44.82812471787956
152,583,12,7.894736842105263,36,23.684210526315788,71,46.71052631578947,84.02993561940411,32.729078476636325,62.5,F06_외인기관동시매수,S06_변동성높,weekly_3,F06_외인기관동시매수__S06_변동성높,FULL_weekly_3,15200000,4974819.928448722,20174819.92844872,32.729078476636325
142,593,13,9.15492957746479,43,30.28169014084507,73,51.40845070422535,93.9561551073741,45.3318335174172,63.38028169014085,F06_외인기관동시매수,S07_slope강한,weekly_3,F06_외인기관동시매수__S07_slope강한,FULL_weekly_3,14200000,6437120.359473242,20637120.359473243,45.3318335174172
138,597,14,10.144927536231885,35,25.36231884057971,67,48.55072463768116,89.56116122140067,45.49042927459814,63.76811594202898,F06_외인기관동시매수,S08_외인매수강,weekly_3,F06_외인기관동시매수__S08_외인매수강,FULL_weekly_3,13800000,6277679.239894544,20077679.239894543,45.49042927459814
132,603,12,9.090909090909092,28,21.21212121212121,53,40.15151515151515,87.75038478688099,40.672725356652634,59.09090909090909,F06_외인기관동시매수,S09_52주고점근접,weekly_3,F06_외인기관동시매수__S09_52주고점근접,FULL_weekly_3,13200000,5368799.747078148,18568799.747078147,40.672725356652634
125,610,9,7.199999999999999,26,20.8,53,42.4,82.60485166536152,39.41568674155715,63.2,F06_외인기관동시매수,S10_랜덤,weekly_3,F06_외인기관동시매수__S10_랜덤,FULL_weekly_3,12500000,4926960.842694644,17426960.842694644,39.415686741557145
118,631,12,10.16949152542373,28,23.728813559322035,49,41.52542372881356,98.04280205794184,56.37426229705584,57.6271186440678,F07_눌림목30_10,S01_거래대금낮,weekly_3,F07_눌림목30_10__S01_거래대금낮,FULL_weekly_3,11800000,6652162.951052589,18452162.95105259,56.37426229705584
111,638,12,10.81081081081081,26,23.423423423423426,44,39.63963963963964,77.19052633478022,30.252951528139583,46.84684684684685,F07_눌림목30_10,S02_거래대금높,weekly_3,F07_눌림목30_10__S02_거래대금높,FULL_weekly_3,11100000,3358077.6196234934,14458077.619623493,30.252951528139583
121,628,14,11.570247933884298,25,20.66115702479339,48,39.66942148760331,83.0879861870254,39.03526188657728,51.2396694214876,F07_눌림목30_10,S03_점수낮,weekly_3,F07_눌림목30_10__S03_점수낮,FULL_weekly_3,12100000,4723266.688275851,16823266.68827585,39.03526188657728
113,636,10,8.849557522123893,23,20.35398230088496,36,31.858407079646017,81.18105542509356,41.886058248454155,49.55752212389381,F07_눌림목30_10,S04_점수높,weekly_3,F07_눌림목30_10__S04_점수높,FULL_weekly_3,11300000,4733124.582075319,16033124.58207532,41.88605824845415
114,635,9,7.894736842105263,18,15.789473684210526,32,28.07017543859649,84.68499355636544,50.44876018991843,50.877192982456144,F07_눌림목30_10,S05_변동성낮,weekly_3,F07_눌림목30_10__S05_변동성낮,FULL_weekly_3,11400000,5751158.6616507005,17151158.661650702,50.44876018991843
110,639,11,10.0,28,25.454545454545453,50,45.45454545454545,79.12064801173943,28.40500519907583,48.18181818181818,F07_눌림목30_10,S06_변동성높,weekly_3,F07_눌림목30_10__S06_변동성높,FULL_weekly_3,11000000,3124550.571898341,14124550.571898341,28.405005199075827
119,630,15,12.605042016806722,27,22.689075630252105,49,41.17647058823529,101.578072389492,62.182063982208504,52.10084033613446,F07_눌림목30_10,S07_slope강한,weekly_3,F07_눌림목30_10__S07_slope강한,FULL_weekly_3,11900000,7399665.613882812,19299665.61388281,62.182063982208504
102,647,12,11.76470588235294,17,16.666666666666664,27,26.47058823529412,77.11889605656083,39.517102620576026,43.13725490196079,F07_눌림목30_10,S08_외인매수강,weekly_3,F07_눌림목30_10__S08_외인매수강,FULL_weekly_3,10200000,4030744.467298755,14230744.467298755,39.517102620576026
103,646,15,14.563106796116504,21,20.388349514563107,35,33.980582524271846,100.76826244948089,57.50812072344929,47.57281553398058,F07_눌림목30_10,S09_52주고점근접,weekly_3,F07_눌림목30_10__S09_52주고점근접,FULL_weekly_3,10300000,5923336.434515276,16223336.434515275,57.50812072344929
105,644,8,7.6190476190476195,17,16.19047619047619,35,33.33333333333333,71.11658557699138,29.42256481351357,46.666666666666664,F07_눌림목30_10,S10_랜덤,weekly_3,F07_눌림목30_10__S10_랜덤,FULL_weekly_3,10500000,3089369.305418925,13589369.305418925,29.422564813513567
140,697,14,10.0,44,31.428571428571427,77,55.00000000000001,91.15120371827774,44.82832985974512,66.42857142857143,F08_안정추세60,S01_거래대금낮,weekly_3,F08_안정추세60__S01_거래대금낮,FULL_weekly_3,14000000,6275966.180364316,20275966.18036432,44.82832985974511
155,682,15,9.67741935483871,30,19.35483870967742,65,41.935483870967744,76.99696289690188,34.84872032325956,51.61290322580645,F08_안정추세60,S02_거래대금높,weekly_3,F08_안정추세60__S02_거래대금높,FULL_weekly_3,15500000,5401551.650105232,20901551.65010523,34.84872032325956
165,672,12,7.272727272727272,32,19.39393939393939,70,42.42424242424242,72.49274940898803,28.105019119086865,58.18181818181818,F08_안정추세60,S03_점수낮,weekly_3,F08_안정추세60__S03_점수낮,FULL_weekly_3,16500000,4637328.154649333,21137328.154649332,28.105019119086865
107,730,6,5.607476635514018,26,24.299065420560748,41,38.31775700934579,62.98680281710975,18.49646021957427,53.271028037383175,F08_안정추세60,S04_점수높,weekly_3,F08_안정추세60__S04_점수높,FULL_weekly_3,10700000,1979121.2434944469,12679121.243494447,18.49646021957427
125,712,2,1.6,24,19.2,47,37.6,57.51271083434308,20.41749183080192,52.0,F08_안정추세60,S05_변동성낮,weekly_3,F08_안정추세60__S05_변동성낮,FULL_weekly_3,12500000,2552186.47885024,15052186.47885024,20.41749183080192
154,683,16,10.38961038961039,53,34.41558441558442,88,57.14285714285714,94.176144092376,38.28591503342798,62.33766233766234,F08_안정추세60,S06_변동성높,weekly_3,F08_안정추세60__S06_변동성높,FULL_weekly_3,15400000,5896030.915147909,21296030.915147908,38.28591503342798
178,659,17,9.550561797752808,49,27.52808988764045,87,48.87640449438202,84.71984291757543,38.87344016701177,62.35955056179775,F08_안정추세60,S07_slope강한,weekly_3,F08_안정추세60__S07_slope강한,FULL_weekly_3,17800000,6919472.349728096,24719472.349728096,38.87344016701177
163,674,19,11.65644171779141,49,30.061349693251532,82,50.306748466257666,101.38502695686128,55.03554916694628,66.87116564417178,F08_안정추세60,S08_외인매수강,weekly_3,F08_안정추세60__S08_외인매수강,FULL_weekly_3,16300000,8970794.514212245,25270794.514212243,55.03554916694628
167,670,22,13.17365269461078,45,26.94610778443114,77,46.10778443113773,93.37747139577716,50.72343813883693,65.86826347305389,F08_안정추세60,S09_52주고점근접,weekly_3,F08_안정추세60__S09_52주고점근접,FULL_weekly_3,16700000,8470814.169185767,25170814.169185765,50.723438138836926
125,712,6,4.8,26,20.8,52,41.6,63.137067181432045,17.515967332264985,48.8,F08_안정추세60,S10_랜덤,weekly_3,F08_안정추세60__S10_랜덤,FULL_weekly_3,12500000,2189495.916533123,14689495.916533124,17.51596733226498
95,655,10,10.526315789473683,20,21.052631578947366,37,38.94736842105263,83.97463329159999,24.019468078854732,50.526315789473685,F09_slope05_과열X,S01_거래대금낮,weekly_3,F09_slope05_과열X__S01_거래대금낮,FULL_weekly_3,9500000,2281849.4674911997,11781849.4674912,24.019468078854732
87,663,2,2.2988505747126435,8,9.195402298850574,35,40.229885057471265,53.92702958376239,11.352516865286525,55.172413793103445,F09_slope05_과열X,S02_거래대금높,weekly_3,F09_slope05_과열X__S02_거래대금높,FULL_weekly_3,8700000,987668.9672799276,9687668.967279928,11.352516865286525
115,635,11,9.565217391304348,23,20.0,45,39.130434782608695,81.6012266539134,28.230541438683833,57.391304347826086,F09_slope05_과열X,S03_점수낮,weekly_3,F09_slope05_과열X__S03_점수낮,FULL_weekly_3,11500000,3246512.2654486406,14746512.265448641,28.230541438683833
84,666,5,5.952380952380952,12,14.285714285714285,31,36.904761904761905,62.50312462507178,19.687398027469687,51.19047619047619,F09_slope05_과열X,S04_점수높,weekly_3,F09_slope05_과열X__S04_점수높,FULL_weekly_3,8400000,1653741.4343074537,10053741.434307454,19.687398027469687
76,674,4,5.263157894736842,12,15.789473684210526,27,35.526315789473685,56.67005646466438,10.711210963318337,55.26315789473685,F09_slope05_과열X,S05_변동성낮,weekly_3,F09_slope05_과열X__S05_변동성낮,FULL_weekly_3,7600000,814052.0332121935,8414052.033212194,10.711210963318337
116,634,10,8.620689655172415,29,25.0,48,41.37931034482759,78.16102375526538,28.56744545493003,49.137931034482754,F09_slope05_과열X,S06_변동성높,weekly_3,F09_slope05_과열X__S06_변동성높,FULL_weekly_3,11600000,3313823.672771883,14913823.672771882,28.56744545493003
150,600,18,12.0,44,29.333333333333332,65,43.333333333333336,91.45778682944103,44.852595213253,55.333333333333336,F09_slope05_과열X,S07_slope강한,weekly_3,F09_slope05_과열X__S07_slope강한,FULL_weekly_3,15000000,6727889.28198795,21727889.28198795,44.852595213253
79,671,3,3.79746835443038,8,10.126582278481012,30,37.9746835443038,57.20753837397483,11.421976482506492,53.16455696202531,F09_slope05_과열X,S08_외인매수강,weekly_3,F09_slope05_과열X__S08_외인매수강,FULL_weekly_3,7900000,902336.1421180129,8802336.142118013,11.421976482506492
122,628,15,12.295081967213116,26,21.311475409836063,52,42.62295081967213,86.96764454883711,37.27450342285969,59.01639344262295,F09_slope05_과열X,S09_52주고점근접,weekly_3,F09_slope05_과열X__S09_52주고점근접,FULL_weekly_3,12200000,4547489.417588882,16747489.417588882,37.27450342285969
81,669,4,4.938271604938271,15,18.51851851851852,32,39.50617283950617,62.48816164852461,21.17846254173649,49.382716049382715,F09_slope05_과열X,S10_랜덤,weekly_3,F09_slope05_과열X__S10_랜덤,FULL_weekly_3,8100000,1715455.4658806557,9815455.465880655,21.17846254173649
178,598,27,15.168539325842698,65,36.51685393258427,104,58.42696629213483,124.3084247938256,66.49300349447046,67.41573033707866,F10_KOSDAQ만,S01_거래대금낮,weekly_3,F10_KOSDAQ만__S01_거래대금낮,FULL_weekly_3,17800000,11835754.622015743,29635754.622015744,66.49300349447046
131,645,23,17.557251908396946,45,34.35114503816794,72,54.961832061068705,107.45602948694574,46.36326121684638,61.832061068702295,F10_KOSDAQ만,S02_거래대금높,weekly_3,F10_KOSDAQ만__S02_거래대금높,FULL_weekly_3,13100000,6073587.219406876,19173587.219406877,46.36326121684638
144,632,31,21.52777777777778,54,37.5,80,55.55555555555556,127.08480112637687,60.74299781485092,63.888888888888886,F10_KOSDAQ만,S03_점수낮,weekly_3,F10_KOSDAQ만__S03_점수낮,FULL_weekly_3,14400000,8746991.685338533,23146991.685338534,60.742997814850916
163,613,20,12.269938650306749,48,29.447852760736197,86,52.760736196319016,87.26485073943385,34.781723430210086,65.03067484662577,F10_KOSDAQ만,S04_점수높,weekly_3,F10_KOSDAQ만__S04_점수높,FULL_weekly_3,16300000,5669420.919124245,21969420.919124246,34.781723430210086
140,636,12,8.571428571428571,38,27.142857142857142,68,48.57142857142857,82.36629928805986,33.657905107336966,60.0,F10_KOSDAQ만,S05_변동성낮,weekly_3,F10_KOSDAQ만__S05_변동성낮,FULL_weekly_3,14000000,4712106.715027175,18712106.715027176,33.657905107336966
148,628,30,20.27027027027027,56,37.83783783783784,84,56.75675675675676,129.7485013151727,67.78416617202623,61.48648648648649,F10_KOSDAQ만,S06_변동성높,weekly_3,F10_KOSDAQ만__S06_변동성높,FULL_weekly_3,14800000,10032056.593459882,24832056.59345988,67.78416617202623
160,616,30,18.75,61,38.125,98,61.25000000000001,129.73745347057792,68.07621148190398,70.625,F10_KOSDAQ만,S07_slope강한,weekly_3,F10_KOSDAQ만__S07_slope강한,FULL_weekly_3,16000000,10892193.837104637,26892193.837104637,68.07621148190398
143,633,29,20.27972027972028,50,34.96503496503497,83,58.04195804195804,117.0438761860428,59.86807463900016,66.43356643356644,F10_KOSDAQ만,S08_외인매수강,weekly_3,F10_KOSDAQ만__S08_외인매수강,FULL_weekly_3,14300000,8561134.673377024,22861134.673377022,59.86807463900017
170,606,27,15.88235294117647,56,32.94117647058823,105,61.76470588235294,116.81494267914266,56.27229456247737,64.70588235294117,F10_KOSDAQ만,S09_52주고점근접,weekly_3,F10_KOSDAQ만__S09_52주고점근접,FULL_weekly_3,17000000,9566290.075621152,26566290.07562115,56.27229456247736
160,616,23,14.374999999999998,59,36.875,90,56.25,112.06181612865149,52.92349934046799,63.125,F10_KOSDAQ만,S10_랜덤,weekly_3,F10_KOSDAQ만__S10_랜덤,FULL_weekly_3,16000000,8467759.894474879,24467759.89447488,52.92349934046799
