Date,Year,Code,Name,Market,Close,Amount,p_sw,p_100plus,p_50plus,p_10plus,p_loss,StrongScore_v1,StrongScore_v2,SafeScore,SuperScore,ret_180d,peak_180d,sell_close,_score_pct,등급,가능성태그,week
2026-04-08,2026,031330,에스에이엠티,KOSDAQ,5830.0,9887610040.0,0.8322295902581616,0.8105325411402775,0.7651766527919917,0.7365924260088831,0.4702395066425457,3.5371852219918014,5.136671166435717,-0.1128360284029712,5.971098369368886,167.409948542024,218.86792452830187,15590.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2026-14
2026-04-01,2026,027360,아주IB투자,KOSDAQ,9370.0,155603485940.0,0.8694227204546449,0.8342800207986953,0.7791033695914759,0.8360376870010686,0.5099094991540007,3.618972563845451,5.265048516000089,-0.0983687521763907,6.1446797087764455,68.40981856990396,112.91355389541089,15780.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2026-13
2026-03-31,2026,006110,삼아알미늄,KOSPI,40200.0,153103066800.0,0.7535333749926575,0.7013259550393969,0.7223204082879817,0.7647824723288593,0.493917577590621,3.0470743106438074,4.4108864605582,-0.2177025350074051,5.065745861973469,139.80099502487562,160.19900497512438,96400.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2026-13
2026-03-27,2026,027360,아주IB투자,KOSDAQ,9240.0,211704801000.0,0.8670966467687636,0.8498279325310074,0.7984708406683657,0.8112872027287825,0.5116274268625807,3.6512478260460064,5.298727658986457,-0.1370918881869727,6.112829333374733,70.7792207792208,115.90909090909092,15780.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2026-12
2026-03-26,2026,027360,아주IB투자,KOSDAQ,8920.0,615794296200.0,0.872616776303354,0.8421536535723371,0.7657633794004116,0.790398763977288,0.5204602977085732,3.605923593251832,5.251773674936137,-0.2557405811878781,6.123866274490675,76.90582959641257,123.65470852017938,15780.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2026-12
2026-03-25,2026,027360,아주IB투자,KOSDAQ,8520.0,354535398720.0,0.8868185371648986,0.8471059247875317,0.8103879401100678,0.8367572512991308,0.5305279091846774,3.6804466204167054,5.347108747955591,-0.1687371032150579,6.215545825725599,85.2112676056338,134.1549295774648,15780.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2026-12
2026-03-20,2026,088350,한화생명,KOSPI,5230.0,54419949120.0,0.8004820844994475,0.6999458214203439,0.6292087819807668,0.771127708775996,0.4735629170002735,3.133447933609078,4.610822096317871,-0.1963503854686088,5.6370062599931074,7.074569789674956,17.782026768642446,5600.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2026-11
2026-03-19,2026,030610,교보증권,KOSPI,12810.0,1222163670.0,0.7281735819047414,0.7384737988040976,0.710846475668845,0.7671707012475014,0.3455617906105564,3.311954338368103,4.791976610969078,0.5173789251110659,5.553926865994631,-0.078064012490242,26.61982825917253,12800.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능,2026-11
2026-03-18,2026,030610,교보증권,KOSPI,13050.0,1742527350.0,0.781379350415967,0.7609684978368497,0.7055349606648126,0.7727010403380515,0.3559355625160429,3.4792546336359025,5.066562020870218,0.4712592287607007,6.034115691579454,-1.9157088122605417,24.291187739463595,12800.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능,2026-11
2026-03-17,2026,027360,아주IB투자,KOSDAQ,7480.0,346905181040.0,0.887650288821055,0.853259329040474,0.8211149795549489,0.8310847562100244,0.5171539099773171,3.729647019624191,5.414423351809221,-0.1024850579115876,6.290733338323966,110.9625668449198,166.71122994652404,15780.0,1.0,★ 강력매수,🏆 슈퍼위너 강력후보 / 💯 100%+ 가능 / 📈 50%+ 가능 / 🔻 손절 주의,2026-11
