Date,등급,메인도달,메인확률%,메인목표%,메인컬러,메인강도,가능성태그,예상수익률,Code,Name,Market,Close,Amount,SuperScore,StrongScore,예상peak%,슈퍼위너확률%,100%+확률,50%+확률,30%+확률,10%+확률,손절확률%,p_sw_cal,p_100plus_cal,p_50plus_cal,p_30plus_cal,p_10plus_cal,p_loss_cal,매출_2024,매출_2025,영업이익_2024,영업이익_2025,영업이익률_2024,영업이익률_2025,매출_YoY,영업이익_YoY,영업이익률_변화,PER_최신,PBR_최신,ROE_최신,성장등급,성장점수,PER_num,PBR_num,외인소진율_num,Score,past_60,past_120,pos_252_high,slope60,기준일
2026-05-06,- 일반,📈 50%+,55.3,50,#F97316,★★★ 도달 매우 유력,⭐ 슈퍼위너후보,+64% (대상승),001720,신영증권,KOSPI,212500.0,11432075000.0,2.49,1.81,64.4,26.2,35.0,55.3,64.1,89.1,2.5,0.2616902806321561,0.3499967771684646,0.5534194209879286,0.6405228758169934,0.8910411622276029,0.02527147051913442,,,,,,,,,,,,,데이터X,,21.44,0.74,5.98,52.57,13.031914893617014,50.17667844522968,-21.875,-0.03125013533747486,2026-05-06
2026-05-04,★ 강력매수,📈 50%+,54.3,50,#F97316,★★★ 도달 매우 유력,⭐ 슈퍼위너후보,+76% (대상승),001720,신영증권,KOSPI,206500.0,5739048000.0,2.44,1.77,76.4,28.0,35.5,54.3,64.1,89.1,7.2,0.2801790801790801,0.3551945933158908,0.5434782608695652,0.6405228758169934,0.8910411622276029,0.07201260789626458,,,,,,,,,,,,,데이터X,,21.44,0.74,5.98,49.12,7.552083333333326,40.47619047619047,-24.08088235294118,-0.03007669488699734,2026-05-04
2026-05-18,★ 강력매수,💯 100%+ (2배),53.1,100,#DC2626,★★★ 도달 매우 유력,⭐ 슈퍼위너후보 / 💯 100%+ 가능,+100% (대박),034220,LG디스플레이,KOSPI,13390.0,130225395690.0,2.41,1.86,100.1,17.3,53.1,66.8,76.5,89.1,6.3,0.17342091107273291,0.531350748415692,0.6680372819382203,0.7647399314994381,0.8910411622276029,0.06268655250377989,266153.0,258101.0,-5606.0,5170.0,-2.11,2.0,-3.0253275371684705,192.22261862290404,4.109999999999999,26.09,0.89,3.44,📈 성장중,3.0,,1.17,30.1,40.86,9.039087947882729,8.158319870759279,-20.297619047619044,0.11635962726162288,2026-05-18
2026-05-18,★ 강력매수,💯 100%+ (2배),51.4,100,#DC2626,★★★ 도달 매우 유력,⭐ 슈퍼위너후보 / 💯 100%+ 가능 / 📈 50%+ 가능,+88% (대상승),003690,코리안리,KOSPI,14420.0,34319527900.0,2.41,1.87,87.7,18.0,51.4,70.6,81.0,90.1,7.4,0.18024260664411942,0.5143823188556425,0.7056433143039794,0.8095975232198143,0.9005106698280877,0.07426621473774482,69579.0,67044.0,4054.0,4709.0,5.83,7.02,-3.6433406631311174,16.156882091761222,1.1899999999999995,6.98,0.55,9.03,📈 성장중,2.0,8.78,0.7,23.84,48.89,4.872727272727273,27.04845814977974,-6.36363636363636,-0.2246134211065916,2026-05-18
2026-05-15,🔥 슈퍼 강력매수,📈 50%+,71.6,50,#F97316,★★★ 도달 매우 유력,⭐ 슈퍼위너후보 / 📈 50%+ 가능,+82% (대상승),001800,오리온홀딩스,KOSPI,28300.0,48502124800.0,2.4,1.82,81.7,24.3,37.3,71.6,81.0,89.9,9.2,0.2429954769669368,0.3730435216403923,0.7157622739018088,0.8095975232198143,0.899255407414861,0.09193415835359048,31952.0,33931.0,5062.0,4877.0,15.84,14.37,6.193665498247371,-3.6546819438956932,-1.4700000000000006,10.69,0.5,5.01,⚖️ 보합,0.0,11.77,0.61,9.39,78.85,14.343434343434346,44.90527393753201,-5.509181969949917,0.046432329365476865,2026-05-15
2026-05-07,★ 강력매수,📈 50%+,54.3,50,#F97316,★★★ 도달 매우 유력,⭐ 슈퍼위너후보,+90% (대상승),001720,신영증권,KOSPI,205000.0,5573130000.0,2.37,1.73,90.1,28.0,34.6,54.3,64.1,89.1,8.8,0.2801790801790801,0.34553137426817043,0.5434782608695652,0.6405228758169934,0.8910411622276029,0.08807438137962052,,,,,,,,,,,,,데이터X,,21.44,0.74,5.98,52.46,10.571736785329012,32.258064516129025,-24.63235294117647,-0.042364516344242265,2026-05-07
2026-05-21,★ 강력매수,📈 50%+,67.4,50,#F97316,★★★ 도달 매우 유력,⭐ 슈퍼위너후보,+83% (대상승),001800,오리온홀딩스,KOSPI,24700.0,3663281700.0,2.2,1.69,83.1,17.1,33.6,67.4,81.0,89.5,0.0,0.170559554807173,0.3364485981308411,0.6736842105263158,0.8095975232198143,0.8947639640131382,0.0,31952.0,33931.0,5062.0,4877.0,15.84,14.37,6.193665498247371,-3.6546819438956932,-1.4700000000000006,10.69,0.5,5.01,⚖️ 보합,0.0,11.77,0.61,9.39,40.93,-0.6036217303822977,25.444388014220422,-17.52921535893155,0.08328792877314876,2026-05-21
2026-05-21,- 일반,📈 50%+,67.4,50,#F97316,★★★ 도달 매우 유력,⭐ 슈퍼위너후보,+70% (대상승),003550,LG,KOSPI,123000.0,264744954000.0,2.17,1.67,70.3,20.2,38.9,67.4,76.8,89.1,9.7,0.2016216072187555,0.3893372705161086,0.6736842105263158,0.7676265710112943,0.8910411622276029,0.09705621867610803,71755.0,72525.0,9668.0,9122.0,13.47,12.58,1.0730959515016374,-5.647496896979727,-0.8900000000000006,17.44,0.43,2.64,⚖️ 보합,1.0,25.61,0.64,35.66,49.73,23.0,58.301158301158296,-19.132149901380668,0.2958488100897792,2026-05-21
2026-05-19,🔥 슈퍼 강력매수,📈 50%+,67.4,50,#F97316,★★★ 도달 매우 유력,⭐ 슈퍼위너후보,+82% (대상승),001800,오리온홀딩스,KOSPI,25000.0,9051325000.0,2.13,1.65,82.2,15.7,33.6,67.4,79.8,89.1,0.0,0.157074427538512,0.3364485981308411,0.6736842105263158,0.7983542353206585,0.8910411622276029,0.0,31952.0,33931.0,5062.0,4877.0,15.84,14.37,6.193665498247371,-3.6546819438956932,-1.4700000000000006,10.69,0.5,5.01,⚖️ 보합,0.0,11.77,0.61,9.39,45.94,0.2004008016031955,25.944584382871525,-16.52754590984975,0.06787147106813206,2026-05-19
2026-05-08,🔥 슈퍼 강력매수,📈 50%+,71.6,50,#F97316,★★★ 도달 매우 유력,⭐ 슈퍼위너후보 / 📈 50%+ 가능,+75% (대상승),007070,GS리테일,KOSPI,25800.0,23545518600.0,2.08,1.62,75.4,17.3,34.5,71.6,81.0,89.3,6.5,0.17333188575094702,0.34516688348493924,0.7157622739018088,0.8095975232198143,0.8930395392730933,0.06456722549518289,115794.0,119574.0,2561.0,2921.0,2.21,2.44,3.264417845484222,14.05700898086685,0.22999999999999998,38.69,0.51,1.34,📈 성장중,2.0,28.67,0.7,14.34,53.92,24.03846153846154,23.150357995226734,-2.6415094339622636,0.22145508372179196,2026-05-08
