Date,Code,Name,Market,Close,sell_close,sell_date,return_pct,peak_180d,ret_180d,Score,Amount,chart_pattern
2023-07-26,020150,롯데에너지머티리얼즈,KOSPI,56700.0,44500.0,2024-04-22,-21.516754850088184,4.232804232804233,-21.516754850088184,51.89,126492823800.0,downtrend
2023-07-27,122640,예스티,KOSDAQ,18240.0,19510.0,2024-04-23,6.962719298245612,63.925438596491226,6.962719298245612,53.79,13655448960.0,persistent_uptrend
2023-07-28,189300,인텔리안테크,KOSDAQ,78400.0,62500.0,2024-04-24,-20.280612244897956,17.34693877551021,-20.280612244897956,53.67,21916955200.0,sideways
2023-07-31,000155,두산우,KOSPI,58200.0,65300.0,2024-04-25,12.199312714776633,65.80756013745706,12.199312714776633,58.0,10863670200.0,mixed
2023-08-01,006730,서부T&D,KOSDAQ,8175.0,7390.0,2024-04-26,-9.602446483180426,11.951070336391446,-9.602446483180426,58.89,13292484600.0,mixed
2023-08-02,000500,가온전선,KOSPI,22470.0,49400.0,2024-04-29,119.84868713840675,140.32042723631508,119.84868713840675,57.3,19976526570.0,persistent_uptrend
2023-08-03,068760,셀트리온제약,KOSDAQ,80028.0,89814.0,2024-04-30,12.228220122956968,55.6717648822912,12.228220122956968,50.6,68601041964.0,V_recovery
2023-08-04,069960,현대백화점,KOSPI,59800.0,51500.0,2024-05-02,-13.87959866220736,19.899665551839462,-13.87959866220736,52.34,14748952400.0,box_breakout
2023-08-07,030190,NICE평가정보,KOSPI,12000.0,10780.0,2024-05-03,-10.166666666666668,-3.3333333333333326,-10.166666666666668,57.26,9608604000.0,pullback_recovery
2023-08-09,358570,지아이이노베이션,KOSDAQ,9932.0,11115.0,2024-05-08,11.910994764397898,31.64518727345953,11.910994764397898,55.61,14142770720.0,V_recovery
2023-08-10,006730,서부T&D,KOSDAQ,8340.0,7720.0,2024-05-09,-7.434052757793763,9.736211031175056,-7.434052757793763,65.89,16895714100.0,mixed
2023-08-11,108490,로보티즈,KOSDAQ,29214.0,23371.0,2024-05-10,-20.0006846032724,18.333675634969527,-20.0006846032724,55.19,30663715536.0,pullback_recovery
2023-08-14,006730,서부T&D,KOSDAQ,8540.0,7880.0,2024-05-13,-7.728337236533955,7.166276346604206,-7.728337236533955,61.49,15526283640.0,mixed
2023-08-17,189300,인텔리안테크,KOSDAQ,82700.0,63700.0,2024-05-16,-22.974607013301085,11.245465538089473,-22.974607013301085,52.1,32600174600.0,mixed
2023-08-18,006120,SK디스커버리,KOSPI,40400.0,42950.0,2024-05-17,6.311881188118806,18.1930693069307,6.311881188118806,54.28,9704807200.0,mixed
2023-08-22,017800,현대엘리베이터,KOSPI,46900.0,40000.0,2024-05-21,-14.712153518123671,7.462686567164178,-14.712153518123671,57.56,50850105600.0,sideways
2023-08-23,050890,쏠리드,KOSDAQ,5610.0,6020.0,2024-05-22,7.308377896613183,34.93761140819964,7.308377896613183,48.3,44625816510.0,pullback_recovery
2023-08-24,006730,서부T&D,KOSDAQ,8632.0,7510.0,2024-05-23,-12.998146431881374,6.024096385542177,-12.998146431881374,56.22,5735402920.0,mixed
2023-08-25,192400,쿠쿠홀딩스,KOSPI,17300.0,21150.0,2024-05-24,22.2543352601156,29.768786127167623,22.2543352601156,66.56,6782309300.0,sideways
2023-08-28,192400,쿠쿠홀딩스,KOSPI,18500.0,20750.0,2024-05-27,12.162162162162172,20.54054054054053,12.162162162162172,59.3,77785470000.0,new_high_240
2023-08-29,004490,세방전지,KOSPI,55000.0,103400.0,2024-05-28,87.99999999999999,122.7272727272727,87.99999999999999,63.4,14302860000.0,box_breakout
2023-08-30,050890,쏠리드,KOSDAQ,5960.0,5800.0,2024-05-29,-2.684563758389258,27.013422818791955,-2.684563758389258,54.39,16627595400.0,V_recovery
2023-08-31,175330,JB금융지주,KOSPI,9710.0,13410.0,2024-05-30,38.10504634397529,45.21112255406796,38.10504634397529,64.5,17038680760.0,box_breakout
2023-09-01,000120,CJ대한통운,KOSPI,82300.0,103700.0,2024-05-31,26.00243013365735,80.55893074119076,26.00243013365735,59.73,10353916100.0,pullback_recovery
