Date,YYYYMM,Year,Code,Name,Market,Close,peak_180d,ret_180d,sell_date,Score,Amount,chart_pattern,past_60,past_120,pos_252_high,For_5d,Inst_5d,For_20d,Inst_20d,PER_num,PBR_num,시총_num
2024-07-26,2024-07,2024,012630,HDC,KOSPI,9650.0,93.78238341968913,85.07772020725388,2025-04-25,59.8,8061513500.0,sideways,1.4874141876430214,23.709902370990243,-1.114827201783719,122766.0,346941.0,101172.0,630200.0,4.54,0.39,1365100000000.0
2024-07-26,2024-07,2024,012630,HDC,KOSPI,9650.0,93.78238341968913,85.07772020725388,2025-04-25,68.43,8061513500.0,sideways,1.4874141876430214,23.709902370990243,-1.114827201783719,122766.0,346941.0,101172.0,630200.0,4.54,0.39,1365100000000.0
2024-07-26,2024-07,2024,012630,HDC,KOSPI,9650.0,93.78238341968913,85.07772020725388,2025-04-25,73.37,8061513500.0,sideways,1.4874141876430214,23.709902370990243,-1.114827201783719,122766.0,346941.0,101172.0,630200.0,4.54,0.39,1365100000000.0
2024-07-26,2024-07,2024,012630,HDC,KOSPI,9650.0,93.78238341968913,85.07772020725388,2025-04-25,70.96,8061513500.0,sideways,1.4874141876430214,23.709902370990243,-1.114827201783719,122766.0,346941.0,101172.0,630200.0,4.54,0.39,1365100000000.0
2025-07-22,2025-07,2025,090460,비에이치,KOSPI,16600.0,93.67469879518073,89.1566265060241,2026-04-17,72.45,242169033600.0,box_breakout,12.087026591458505,-10.776138550352787,-48.76611418047882,-78764.0,587454.0,-96119.0,463351.0,16.46,1.64,1329900000000.0
2025-07-22,2025-07,2025,090460,비에이치,KOSPI,16600.0,93.67469879518073,89.1566265060241,2026-04-17,80.76,242169033600.0,box_breakout,12.087026591458505,-10.776138550352787,-48.76611418047882,-78764.0,587454.0,-96119.0,463351.0,16.46,1.64,1329900000000.0
2025-07-22,2025-07,2025,090460,비에이치,KOSPI,16600.0,93.67469879518073,89.1566265060241,2026-04-17,73.82,242169033600.0,box_breakout,12.087026591458505,-10.776138550352787,-48.76611418047882,-78764.0,587454.0,-96119.0,463351.0,16.46,1.64,1329900000000.0
2023-09-22,2023-09,2023,032820,우리기술,KOSDAQ,1431.0,93.57092941998602,51.99161425576519,2024-06-24,56.02,62352932949.0,pullback_recovery,-7.4496644295302,-3.228070175438591,-23.81215469613259,,,,,3360.0,22.25,2883000000000.0
2020-07-14,2020-07,2020,050890,쏠리드,KOSDAQ,7112.0,93.56017997750281,3.0089988751406116,2021-04-07,58.74,236704827072.0,box_breakout,14.756699576868826,13.397212543554016,-1.0339060361867158,,,,,19.86,2.9,1101500000000.0
2020-07-14,2020-07,2020,050890,쏠리드,KOSDAQ,7112.0,93.56017997750281,3.0089988751406116,2021-04-07,52.06,236704827072.0,box_breakout,14.756699576868826,13.397212543554016,-1.0339060361867158,,,,,19.86,2.9,1101500000000.0
2020-07-14,2020-07,2020,050890,쏠리드,KOSDAQ,7112.0,93.56017997750281,3.0089988751406116,2021-04-07,61.0,236704827072.0,box_breakout,14.756699576868826,13.397212543554016,-1.0339060361867158,,,,,19.86,2.9,1101500000000.0
2020-07-14,2020-07,2020,050890,쏠리드,KOSDAQ,7112.0,93.56017997750281,3.0089988751406116,2021-04-07,57.93,236704827072.0,box_breakout,14.756699576868826,13.397212543554016,-1.0339060361867158,,,,,19.86,2.9,1101500000000.0
2020-07-30,2020-07,2020,161390,한국타이어앤테크놀로지,KOSPI,27900.0,93.5483870967742,84.94623655913978,2021-04-23,62.01,92115811800.0,mixed,21.852731591448936,-13.636363636363635,-20.95531587057011,-421857.0,131984.0,-278198.0,153801.0,7.2,0.64,7841300000000.0
2024-01-04,2024-01,2024,078350,한양디지텍,KOSDAQ,16410.0,93.47958561852529,-16.331505179768435,2024-09-30,63.27,20721235200.0,box_breakout,14.035087719298245,-1.9028871391076119,-16.34023503077784,95415.0,185285.0,50891.0,217617.0,39.72,3.34,647900000000.0
2024-01-04,2024-01,2024,078350,한양디지텍,KOSDAQ,16410.0,93.47958561852529,-16.331505179768435,2024-09-30,61.78,20721235200.0,box_breakout,14.035087719298245,-1.9028871391076119,-16.34023503077784,95415.0,185285.0,50891.0,217617.0,39.72,3.34,647900000000.0
