rule,type,feat,direction,cut,train_n,train_winner_rate,train_loser_rate,train_winner_lift,train_loser_lift,train_mean_ret,train_median_ret,test_n,test_winner_rate,test_loser_rate,test_winner_lift,test_loser_lift,test_mean_ret,test_median_ret
s3>=90 AND past_120>=50 AND rs>=1.1,combo3,,,,315,0.13015873015873017,0.3523809523809524,0.8431490359007139,2.0209037150213622,1.1264110885989398,-14.869330129167919,146,0.3150684931506849,0.2808219178082192,1.5306297753062976,1.51788199393035,43.95357873872762,-3.233183259506693
s3>=90 AND past_120<=-20 AND pos252_far,combo3,,,,160,0.1,0.35,0.6477852348993289,2.0072489601901364,-5.553759895306734,-20.289473684210527,108,0.25,0.25925925925925924,1.2145214521452143,1.4013327893376852,37.60932594859367,-8.53678224837211
s3>=90 AND slope60<=-1 AND pos252_far,combo3,,,,139,0.05755395683453238,0.302158273381295,0.3728260344744339,1.7328768001641468,-8.252014235988984,-19.439252336448597,92,0.1956521739130435,0.2608695652173913,0.9504950495049505,1.4100367197062422,21.702988784301827,-14.299065420560748
s3>=90 AND pos252_far AND rs<=0.95,combo3,,,,91,0.04395604395604396,0.2967032967032967,0.28474076259311165,1.7015925251219368,-7.798465305314245,-20.536462699077955,59,0.3050847457627119,0.23728813559322035,1.4821278738043295,1.2825757732921188,28.654919591433483,-17.329093799682035
s5>=70 AND s5>=90 AND s8>=70,combo3,,,,83,0.1686746987951807,0.26506024096385544,1.0926497938060968,1.520119694464131,6.955590803344893,-1.0889292196007259,50,0.18,0.26,0.8744554455445543,1.4053365973072216,20.092625578746205,7.928800048838771
s5>=70 AND s5>=90 AND s10>=70,combo3,,,,80,0.15,0.2625,0.9716778523489933,1.5054367201426024,8.698049097639778,2.5776327632763274,37,0.16216216216216217,0.2972972972972973,0.7877976986887878,1.6069337391246816,18.30812110997423,-1.788617886178862
s5>=70 AND s5>=90 AND s4>=75,combo3,,,,91,0.15384615384615385,0.2857142857142857,0.9965926690758906,1.6385705797470502,5.487546001145424,-1.0889292196007259,50,0.18,0.26,0.8744554455445543,1.4053365973072216,20.092625578746205,7.928800048838771
s5>=70 AND s5>=90 AND new_high_60,combo3,,,,90,0.15555555555555556,0.2777777777777778,1.0076659209545116,1.5930547303096323,5.9097382114456805,-1.0889292196007259,49,0.1836734693877551,0.2653061224489796,0.8923014750454638,1.4340169360277772,19.858950596179437,4.1441441441441444
s5>=70 AND s5>=90 AND rs>=1.1,combo3,,,,81,0.14814814814814814,0.2716049382716049,0.9596818294804872,1.5576535140805292,8.083871020706246,1.5909090909090908,41,0.21951219512195122,0.2682926829268293,1.0664090799323833,1.4501597157954444,24.973269846178503,2.727272727272727
s5>=70 AND s8>=70 AND past_120<=-20,combo3,,,,292,0.11643835616438356,0.2910958904109589,0.7542704789923692,1.6694340666943406,-4.004121569936273,-17.590149516270888,174,0.11494252873563218,0.23563218390804597,0.5584006676529721,1.2736251213438567,16.82706991259137,-10.80278053919314
s5>=70 AND s8>=70 AND pos252_far,combo3,,,,390,0.1076923076923077,0.3128205128205128,0.6976148683531235,1.7940247116717705,-3.340308264064767,-19.708588124615552,428,0.17757009345794392,0.21495327102803738,0.862650751056414,1.1618526864869192,15.026808880354663,-8.659578257738266
s5>=70 AND s8>=90 AND past_120<=-20,combo3,,,,252,0.1349206349206349,0.28174603174603174,0.8739959518483008,1.6158126550283411,-2.3567175983020086,-17.95296949497755,144,0.125,0.25,0.6072607260726072,1.3512851897184823,19.579227552372043,-10.861759425493716
s5>=70 AND s8>=90 AND pos252_far,combo3,,,,329,0.0911854103343465,0.3252279635258359,0.5906856245282635,1.865181404605685,-8.2644095007175,-20.604395604395602,361,0.1634349030470914,0.2409972299168975,0.7939807831198632,1.302623950199534,12.827476167375146,-9.784172661870503
s5>=70 AND s10>=70 AND s10>=90,combo3,,,,1045,0.18181818181818182,0.26220095693779905,1.177791336180598,1.5037217090693027,14.037952960557215,-5.451127819548872,510,0.2901960784313726,0.2549019607843137,1.4097974503332686,1.377780977752178,39.640469997279205,5.433070866141732
s5>=70 AND s10>=70 AND cup_and_handle_detected,combo3,,,,1207,0.19055509527754763,0.2642916321458161,1.2343877715563019,1.515711725176124,12.250397627249766,-8.12720848056537,670,0.26865671641791045,0.24328358208955222,1.3051573814097828,1.31498200551709,35.75872971131456,0.5535055350553505
s5>=70 AND s10>=70 AND chart=new_high_120,combo3,,,,145,0.1310344827586207,0.3310344827586207,0.8488220319370517,1.898481775155203,-2.9711800817333316,-18.84057971014493,132,0.22727272727272727,0.24242424242424243,1.104110411041104,1.310337153666407,25.429088272260504,-7.431390212716495
s5>=70 AND s10>=70 AND chart=persistent_uptrend,combo3,,,,288,0.19444444444444445,0.2951388888888889,1.2595824011931396,1.6926206509539843,15.568186592409152,-9.62331591971405,162,0.2222222222222222,0.2654320987654321,1.0795746241290793,1.4346978557504875,65.63093382232306,6.379525477740611
s5>=70 AND s10>=70 AND past_60>=30,combo3,,,,844,0.17535545023696683,0.28199052132701424,1.1359267152263113,1.6172148020489254,12.96599412886463,-7.947805456702254,465,0.25591397849462366,0.2817204301075269,1.243252067142198,1.5227385793816877,41.61271010112895,0.7987220447284344
s5>=70 AND s10>=70 AND past_120>=50,combo3,,,,540,0.1648148148148148,0.3,1.067646035297042,1.7204991087344028,9.88461103153509,-8.205231628796366,249,0.3253012048192771,0.26506024096385544,1.580341166646785,1.4326879119906801,45.92091750493779,9.60591133004926
s5>=70 AND s10>=70 AND slope60<=-1,combo3,,,,248,0.125,0.2661290322580645,0.8097315436241611,1.5262492093611637,3.3839737978394875,-9.590517241379311,122,0.30327868852459017,0.1721311475409836,1.4733538927663257,0.9303930814455124,36.180952053320055,5.792208590843403
s5>=70 AND s10>=70 AND pos252_far,combo3,,,,96,0.13541666666666666,0.4791666666666667,0.8772091722595078,2.7480194097841157,-3.6492314247979216,-23.82608695652174,135,0.16296296296296298,0.2222222222222222,0.7916880576946583,1.201142390860873,18.315580993325835,-5.677655677655678
s5>=70 AND s10>=90 AND s4>=75,combo3,,,,1045,0.18181818181818182,0.26220095693779905,1.177791336180598,1.5037217090693027,14.037952960557215,-5.451127819548872,510,0.2901960784313726,0.2549019607843137,1.4097974503332686,1.377780977752178,39.640469997279205,5.433070866141732
s5>=70 AND s10>=90 AND s12>=80,combo3,,,,290,0.1896551724137931,0.2620689655172414,1.2285582041194167,1.502964738664536,16.361446616835526,-7.003891050583658,147,0.2653061224489796,0.3129251700680272,1.2888799083990032,1.69140459121225,32.65530186332907,-6.548279689234185
s5>=70 AND s10>=90 AND cup_and_handle_detected,combo3,,,,743,0.2018842530282638,0.27456258411843876,1.3077763827038942,1.5746156042252946,14.098612816685884,-5.003038282357707,375,0.27466666666666667,0.25866666666666666,1.3343542354235423,1.3981297429620563,33.044535765415084,2.361111111111111
s5>=70 AND s10>=90 AND chart=new_high_120,combo3,,,,86,0.13953488372093023,0.3953488372093023,0.9038863742781333,2.26732440685929,-5.0949424662672556,-18.84057971014493,83,0.27710843373493976,0.25301204819277107,1.3462165493657798,1.3675657341729217,43.622700945146974,5.433070866141732
s5>=70 AND s10>=90 AND chart=persistent_uptrend,combo3,,,,204,0.19117647058823528,0.3088235294117647,1.2384129490722464,1.7711020236971795,8.865082228044901,-12.14903682793591,106,0.22641509433962265,0.19811320754716982,1.0999439566598168,1.0708297729844576,51.95745460586836,13.605363093854141
s5>=70 AND s10>=90 AND past_60>=30,combo3,,,,635,0.18740157480314962,0.28976377952755905,1.2139597315436244,1.6617944147355912,12.98730746426044,-7.123655913978495,354,0.268361581920904,0.2627118644067797,1.3037235926982529,1.4199946061448459,37.73843009703298,4.899941546607984
s5>=70 AND s10>=90 AND past_120>=50,combo3,,,,412,0.17233009708737865,0.3179611650485437,1.1163289242197174,1.8235063369272393,9.549752727022687,-8.541269485252887,198,0.3434343434343434,0.29797979797979796,1.6684335100176684,1.6106227513816251,48.7364522632101,3.5470424771734814
s5>=70 AND s10>=90 AND rs>=1.1,combo3,,,,1045,0.18181818181818182,0.26220095693779905,1.177791336180598,1.5037217090693027,14.037952960557215,-5.451127819548872,510,0.2901960784313726,0.2549019607843137,1.4097974503332686,1.377780977752178,39.640469997279205,5.433070866141732
s5>=70 AND s4>=75 AND past_120<=-20,combo3,,,,343,0.11370262390670553,0.30029154518950435,0.736548809360753,1.7221711195300629,-4.5061899924482605,-18.31578947368421,203,0.11822660098522167,0.22167487684729065,0.574354972443057,1.1981839120656492,19.2865552678922,-6.924315619967794
s5>=70 AND s4>=75 AND pos252_far,combo3,,,,470,0.10425531914893617,0.30638297872340425,0.6753505640439812,1.7571054727500284,-3.124941780931031,-19.439252336448597,517,0.20502901353965183,0.19729206963249515,0.9960485410243152,1.0663914069731928,19.47874619650871,-2.941176470588235
s5>=70 AND s12>=80 AND chart=V_recovery,combo3,,,,186,0.22580645161290322,0.2849462365591398,1.4627408529984847,1.6341658201240745,7.348219391023611,-8.895155938951559,103,0.2621359223300971,0.07766990291262135,1.2734788041910987,0.41981675797079054,37.16425488831232,17.838541666666664
s5>=70 AND s12>=80 AND past_120<=-20,combo3,,,,104,0.057692307692307696,0.2692307692307692,0.373722250903459,1.5440376616847205,-12.043239930854856,-18.327605956471935,68,0.14705882352941177,0.20588235294117646,0.7144243836148321,1.1128230974152207,29.75820861523718,7.440273037542662
s5>=70 AND s12>=80 AND slope60<=-1,combo3,,,,171,0.07602339181286549,0.28654970760233917,0.4924683072334079,1.6433617217930943,-3.769074995848849,-9.743589743589745,72,0.18055555555555555,0.125,0.8771543821048771,0.6756425948592412,17.287185534281964,7.440273037542662
s5>=70 AND s12>=80 AND pos252_far,combo3,,,,142,0.09154929577464789,0.34507042253521125,0.5930428206824843,1.9789778480747824,-6.3489498005897484,-20.76771653543307,156,0.1794871794871795,0.25,0.8719641194888719,1.3512851897184823,17.945222423809263,-6.679389312977099
s5>=70 AND is_first_pullback AND inverse_hns_detected,combo3,,,,97,0.23711340206185566,0.09278350515463918,1.5359856085241819,0.5321131264127019,10.115426825647805,-1.7543859649122806,72,0.25,0.0,1.2145214521452143,0.0,38.49175012938349,13.039796782387809
s5>=70 AND is_first_pullback AND chart=V_recovery,combo3,,,,182,0.24725274725274726,0.15934065934065933,1.6016667895862529,0.9138182079358549,18.57711943873297,0.9583349765201248,111,0.2972972972972973,0.05405405405405406,1.4442957809294443,0.2921697707499421,42.34762354660676,18.037518037518037
s5>=70 AND is_first_pullback AND chart=persistent_uptrend,combo3,,,,230,0.25217391304347825,0.11739130434782609,1.633545374963525,0.6732387816786793,25.43878331645651,7.407803237574099,73,0.1780821917808219,0.2191780821917808,0.8651385686513856,1.1846883855066146,15.832238640022165,5.798969072164948
s5>=70 AND is_first_pullback AND pos252_far,combo3,,,,236,0.15254237288135594,0.2754237288135593,0.9881469684905018,1.5795542664934488,5.252764412366513,-18.61441647597254,271,0.23985239852398524,0.21033210332103322,1.1652235334234529,1.136874624560199,21.88632729755991,3.4869240348692405
s5>=70 AND cup_and_handle_detected AND past_120<=-20,combo3,,,,275,0.11636363636363636,0.2727272727272727,0.7537864551555827,1.564090098849457,-2.044839031710025,-17.854735392612405,182,0.0989010989010989,0.22527472527472528,0.48047002502448044,1.2176415995265444,14.610493575744853,-7.534983853606028
s5>=70 AND cup_and_handle_detected AND pos252_far,combo3,,,,372,0.10215053763440861,0.32526881720430106,0.6617161001659811,1.8654157003303111,-3.0415856220718753,-20.263157894736842,446,0.1860986547085202,0.21524663677130046,0.9040832334354512,1.1634383696230879,16.781873456184982,-3.7350314500009167
s5>=70 AND new_high_60 AND pos252_far,combo3,,,,111,0.17117117117117117,0.3153153153153153,1.1088215732511035,1.8083323965676905,4.254681894280837,-10.606060606060606,155,0.2645161290322581,0.25161290322580643,1.285042052592356,1.3600031586844077,28.298825369781362,-6.024096385542169
s5>=70 AND new_high_240 AND KOSDAQ,combo3,,,,400,0.2425,0.1725,1.5708791946308724,0.9892869875222815,26.189461468012475,2.8541666666666665,132,0.3712121212121212,0.25757575757575757,1.8033803380338034,1.3922332257705574,41.762399763639344,21.875200643482177
s5>=70 AND new_high_252 AND KOSDAQ,combo3,,,,398,0.24120603015075376,0.17336683417085427,1.5624970490034062,0.9942582789168659,25.733711848017663,2.8541666666666665,131,0.37404580152671757,0.2595419847328244,1.8171466001561989,1.4028609603184243,42.14101213508332,23.988142743130773
s5>=70 AND near_52w_low AND past_120<=-20,combo3,,,,199,0.09547738693467336,0.271356783919598,0.618488415230515,1.5562303496090075,-4.360197624075727,-17.854735392612405,133,0.06766917293233082,0.15789473684210525,0.32874264870096026,0.8534432777169361,2.222176758226485,-6.924315619967794
s5>=70 AND KOSDAQ AND chart=new_high_240,combo3,,,,400,0.2425,0.1725,1.5708791946308724,0.9892869875222815,26.189461468012475,2.8541666666666665,132,0.3712121212121212,0.25757575757575757,1.8033803380338034,1.3922332257705574,41.762399763639344,21.875200643482177
s5>=70 AND KOSDAQ AND chart=pullback_recovery,combo3,,,,133,0.13533834586466165,0.2631578947368421,0.8767018216682646,1.509209744503862,4.029543474114576,-9.743589743589745,52,0.07692307692307693,0.3269230769230769,0.3736989083523737,1.7670652480934,2.1729839265029223,0.6996658312447785
s5>=70 AND KOSDAQ AND chart=persistent_uptrend,combo3,,,,240,0.26666666666666666,0.14583333333333334,1.727427293064877,0.8363537334125569,26.53751610021008,8.517350157728707,147,0.22448979591836735,0.23809523809523808,1.0905906917222334,1.286938275922364,69.91566134854968,6.960081883316274
s5>=70 AND KOSDAQ AND past_60>=30,combo3,,,,523,0.24665391969407266,0.1931166347992352,1.5977876730786507,1.1075233268462377,24.748765172598997,3.615819209039548,315,0.28888888888888886,0.27936507936507937,1.4034470113678033,1.5100075770822405,58.167373521767054,7.657945118059987
s5>=70 AND KOSPI AND past_120<=-20,combo3,,,,203,0.09359605911330049,0.33497536945812806,0.6063014513836084,1.9210827486689555,-7.894194357453636,-20.09259259259259,97,0.020618556701030927,0.25773195876288657,0.1001667177026981,1.393077515173693,-6.780450084973601,-10.861759425493716
s5>=70 AND KOSPI AND pos252_far,combo3,,,,228,0.039473684210526314,0.34210526315789475,0.2557046979865772,1.9619726678550207,-14.320410760990546,-25.372076541459958,244,0.12295081967213115,0.2336065573770492,0.5973056322025645,1.2626763248189097,-0.36804404370135246,-10.683760683760683
s5>=70 AND chart=new_high_120 AND past_60>=30,combo3,,,,84,0.23809523809523808,0.30952380952380953,1.5423457973793544,1.7751181280593045,11.016478313879658,-18.24202663521549,117,0.23931623931623933,0.3076923076923077,1.1626188259851626,1.6631202334996706,27.39235553102774,-7.648494711147275
s5>=70 AND chart=new_high_120 AND rs>=1.1,combo3,,,,162,0.11728395061728394,0.3148148148148148,0.7597481150053857,1.80546202768425,-4.897609284366784,-18.84057971014493,173,0.23699421965317918,0.2543352601156069,1.1513382552128044,1.3747178808696696,22.806010978492807,-7.214285714285714
s5>=70 AND chart=box_breakout AND pos252_top10,combo3,,,,267,0.23595505617977527,0.09737827715355805,1.5284820149310008,0.558464130175961,28.07301869807708,8.774038461538462,51,0.2549019607843137,0.09803921568627451,1.2383355982657087,0.5299157606739145,33.22449003127412,-2.8764805414551606
s5>=70 AND chart=V_recovery AND slope60>=1,combo3,,,,132,0.30303030303030304,0.25757575757575757,1.9629855603009967,1.4771962044689317,22.945264202862138,6.578039913032603,64,0.265625,0.140625,1.2904290429042904,0.7600979192166463,29.23385342661733,16.115960099750623
s5>=70 AND chart=persistent_uptrend AND past_120>=50,combo3,,,,243,0.12757201646090535,0.2716049382716049,0.8263926864970863,1.5576535140805292,3.377258026531625,-13.841368584758943,120,0.15,0.2833333333333333,0.7287128712871287,1.5314565483476132,20.56717125981808,-2.1046643913538112
s5>=70 AND chart=persistent_uptrend AND rs>=1.1,combo3,,,,330,0.19696969696969696,0.26666666666666666,1.2759406141956477,1.529332541097247,15.680872231704223,-2.422145328719723,176,0.2159090909090909,0.24431818181818182,1.0489048904890488,1.3205741626794258,60.98729577060079,5.798969072164948
s5>=70 AND chart=mixed AND pos252_far,combo3,,,,168,0.07142857142857142,0.2619047619047619,0.4627037392138063,1.5020230314347962,-6.341894786312507,-19.749430078811958,180,0.17222222222222222,0.15,0.8366703337000366,0.8107711138310894,12.272216321596272,-2.278902323053933
s5>=70 AND past_60>=30 AND past_120>=50,combo3,,,,621,0.16264090177133655,0.2689210950080515,1.0535637475818393,1.542261680937441,10.228111864786605,-7.694558221181978,297,0.24579124579124578,0.27946127946127947,1.1940749630518606,1.5105275521432193,32.682470794128925,0.10070493454179255
s5>=70 AND past_60>=30 AND rs>=1.1,combo3,,,,933,0.1832797427652733,0.2733118971061093,1.1872591121949114,1.567442917925233,14.118356129333355,-6.989247311827956,493,0.24949290060851928,0.2778904665314402,1.212057919787922,1.5020370871515787,39.689445135196856,0.13063357282821686
s5>=70 AND past_120>=50 AND rs>=1.1,combo3,,,,599,0.17195325542570952,0.3005008347245409,1.1138877995764755,1.7233713943917224,11.226636392333457,-8.234362628661916,266,0.3157894736842105,0.2744360902255639,1.5341323606044812,1.4833656969841986,42.76499358996219,5.798969072164948
s5>=70 AND past_120<=-20 AND pos252_far,combo3,,,,169,0.08875739644970414,0.3668639053254438,0.5749573090822445,2.103963407130828,-9.671534399222121,-20.263157894736842,153,0.11764705882352941,0.2549019607843137,0.5715395068918656,1.377780977752178,16.582843015699137,-11.296296296296296
s5>=70 AND slope60>=1 AND pos252_far,combo3,,,,152,0.125,0.2894736842105263,0.8097315436241611,1.6601307189542485,3.168175906730532,-16.90450054884742,221,0.2081447963800905,0.1583710407239819,1.01118528142407,0.8560177672424774,29.023760523972623,-1.6166281755196306
s5>=70 AND slope60<=-1 AND pos252_far,combo3,,,,127,0.023622047244094488,0.2992125984251969,0.15302013422818792,1.7159833630421866,-14.763018187636998,-19.439252336448597,88,0.13636363636363635,0.18181818181818182,0.6624662466246624,0.9827528652498053,9.235807083047696,-12.017167381974248
s5>=70 AND slope60<=-1 AND rs>=1.1,combo3,,,,285,0.14035087719298245,0.2736842105263158,0.90917225950783,1.5695781342840167,4.452867071805862,-8.787878787878787,131,0.2900763358778626,0.16030534351145037,1.4092157307333786,0.8664729460790267,37.65918765301691,7.440273037542662
s5>=70 AND slope60<=-1 AND rs<=0.95,combo3,,,,89,0.06741573033707865,0.2696629213483146,0.43670914712314307,1.5465160527949688,3.655737913046534,-15.704387990762125,52,0.0,0.057692307692307696,0.0,0.3118350437811882,-3.7183628687759307,-2.3904382470119523
s5>=70 AND pos252_far AND rs>=1.1,combo3,,,,116,0.16379310344827586,0.45689655172413796,1.0610275399213145,2.620300366750671,-0.09553354855610122,-23.82608695652174,146,0.1780821917808219,0.21232876712328766,0.8651385686513856,1.1476668734595328,19.7882001950244,-5.677655677655678
s5>=90 AND s8>=70 AND s4>=75,combo3,,,,83,0.1686746987951807,0.26506024096385544,1.0926497938060968,1.520119694464131,6.955590803344893,-1.0889292196007259,50,0.18,0.26,0.8744554455445543,1.4053365973072216,20.092625578746205,7.928800048838771
s5>=90 AND s10>=70 AND s4>=75,combo3,,,,80,0.15,0.2625,0.9716778523489933,1.5054367201426024,8.698049097639778,2.5776327632763274,37,0.16216216216216217,0.2972972972972973,0.7877976986887878,1.6069337391246816,18.30812110997423,-1.788617886178862
s5>=90 AND s10>=70 AND rs>=1.1,combo3,,,,80,0.15,0.2625,0.9716778523489933,1.5054367201426024,8.698049097639778,2.5776327632763274,37,0.16216216216216217,0.2972972972972973,0.7877976986887878,1.6069337391246816,18.30812110997423,-1.788617886178862
s5>=90 AND s4>=75 AND new_high_60,combo3,,,,90,0.15555555555555556,0.2777777777777778,1.0076659209545116,1.5930547303096323,5.9097382114456805,-1.0889292196007259,49,0.1836734693877551,0.2653061224489796,0.8923014750454638,1.4340169360277772,19.858950596179437,4.1441441441441444
s5>=90 AND s4>=75 AND rs>=1.1,combo3,,,,81,0.14814814814814814,0.2716049382716049,0.9596818294804872,1.5576535140805292,8.083871020706246,1.5909090909090908,41,0.21951219512195122,0.2682926829268293,1.0664090799323833,1.4501597157954444,24.973269846178503,2.727272727272727
s5>=90 AND new_high_60 AND rs>=1.1,combo3,,,,80,0.15,0.2625,0.9716778523489933,1.5054367201426024,8.591291320038547,2.5776327632763274,40,0.225,0.275,1.093069306930693,1.4864137086903306,24.809034099220018,0.6165099268547544
s6>=70 AND s4>=75 AND past_120>=50,combo3,,,,109,0.1651376146788991,0.27522935779816515,1.069737085154855,1.5784395492976173,13.964380225554589,-8.571428571428571,45,0.3111111111111111,0.26666666666666666,1.5114044737807113,1.4413708690330478,30.21698744967941,16.736401673640167
s6>=70 AND s4>=75 AND rs>=1.1,combo3,,,,83,0.10843373493975904,0.30120481927710846,0.7024177245896338,1.7274087437092398,12.231701270827408,-0.20242914979757085,58,0.3448275862068966,0.1724137931034483,1.6752020029589165,0.9319208204955051,107.92833879533491,28.170804233777837
s6>=70 AND past_120>=50 AND slope60>=1,combo3,,,,95,0.15789473684210525,0.2631578947368421,1.0228187919463088,1.509209744503862,15.684609972540674,-3.090255068672335,42,0.2857142857142857,0.2857142857142857,1.388024516737388,1.5443259311068367,26.409078169669723,15.34908404748801
s8>=70 AND s8>=90 AND gap_support_detected,combo3,,,,172,0.23255813953488372,0.14534883720930233,1.5064772904635555,0.8335751495806215,20.15956953751907,5.341068917018284,88,0.13636363636363635,0.1590909090909091,0.6624662466246624,0.8599087570935796,3.5641887786720927,-9.39068520382735
s8>=70 AND s8>=90 AND pos252_far,combo3,,,,633,0.0679304897314376,0.3222748815165877,0.44004368247505754,1.8482454880559145,-8.846250397675568,-20.263157894736842,470,0.1829787234042553,0.2170212765957447,0.8889263394424548,1.1730305476705123,16.04196941146685,-10.393124851397179
s8>=70 AND s10>=70 AND cup_and_handle_detected,combo3,,,,1199,0.18181818181818182,0.27689741451209343,1.177791336180598,1.5880058495963907,9.742185498218095,-9.99960969517193,652,0.24539877300613497,0.2392638036809816,1.1921682965842595,1.2932545373992836,24.308486390524703,-0.8151995846502038
s8>=70 AND s10>=70 AND KOSPI,combo3,,,,897,0.15496098104793757,0.2653288740245262,1.0038143550836869,1.521660304269,6.144502708564717,-11.279290690310322,370,0.22432432432432434,0.22702702702702704,1.0897868165194897,1.227113037149757,21.294596028767543,-5.084193982936686
s8>=70 AND s10>=70 AND chart=new_high_120,combo3,,,,140,0.1357142857142857,0.35,0.8791371045062321,2.0072489601901364,-2.5147057896067477,-18.84057971014493,122,0.22950819672131148,0.26229508196721313,1.1149705134447871,1.4177418383931617,24.849955555709595,-7.431390212716495
s8>=70 AND s10>=70 AND chart=persistent_uptrend,combo3,,,,259,0.1583011583011583,0.3552123552123552,1.0254515301495166,2.0371418018476843,12.32394112728789,-17.17171717171717,142,0.18309859154929578,0.2676056338028169,0.8895086691767768,1.4464461185718964,33.49188595691252,7.702440201107104
s8>=70 AND s10>=70 AND past_60>=30,combo3,,,,796,0.16959798994974876,0.2914572864321608,1.0986307375805202,1.6715066718022673,11.54939786635418,-8.760937954371215,441,0.25170068027210885,0.2698412698412698,1.22278350284008,1.4585300460453459,30.574580913240343,2.05761316872428
s8>=70 AND s10>=70 AND past_120>=50,combo3,,,,457,0.17286652078774617,0.28227571115973743,1.1198037977471988,1.6188503648923265,12.093071717928515,-7.947805456702254,221,0.3212669683257919,0.26244343891402716,1.5607424995893255,1.4185437285732483,44.126808277159945,5.798969072164948
s8>=70 AND s10>=70 AND pos252_far,combo3,,,,114,0.08771929824561403,0.49122807017543857,0.5682326621923938,2.8171915230738755,-12.871717160639296,-25.757575757575758,139,0.14388489208633093,0.23741007194244604,0.6990051523137925,1.283234856423307,14.705793109812966,-5.677655677655678
s8>=70 AND s10>=90 AND s4>=75,combo3,,,,1032,0.17054263565891473,0.2616279069767442,1.1047500130066075,1.5004352692451188,12.393676101262207,-6.596747226022191,508,0.281496062992126,0.2578740157480315,1.3675320287934305,1.3938453531741823,34.660365323455366,0.13063357282821686
s8>=70 AND s10>=90 AND cup_and_handle_detected,combo3,,,,733,0.1882673942701228,0.2892223738062756,1.2195683822115606,1.6586894545324846,11.259011772783602,-7.694558221181978,381,0.2677165354330709,0.2545931758530184,1.300589901509836,1.3761119517343074,27.213590793775115,-1.9801980198019802
s8>=70 AND s10>=90 AND KOSPI,combo3,,,,573,0.15881326352530542,0.26352530541012215,1.0287688721786898,1.5113168436235882,7.180284853309857,-7.694558221181978,208,0.27403846153846156,0.23557692307692307,1.3313023610053314,1.2733264287731851,30.10757955569757,-2.1046643913538112
s8>=70 AND s10>=90 AND chart=new_high_120,combo3,,,,89,0.1348314606741573,0.43820224719101125,0.8734182942462861,2.5130885857918246,-6.481617646779586,-21.269296740994854,79,0.27848101265822783,0.26582278481012656,1.352884655554163,1.4368095688145885,41.267791047213876,5.433070866141732
s8>=70 AND s10>=90 AND chart=persistent_uptrend,combo3,,,,182,0.13736263736263737,0.36813186813186816,0.8898148831034738,2.1112351700586993,6.952261573179682,-22.785620223253293,86,0.22093023255813954,0.19767441860465115,1.0732980274771662,1.0684580569867068,49.56032758745672,16.643592490376932
s8>=70 AND s10>=90 AND past_60>=30,combo3,,,,603,0.17744610281923714,0.30016583747927034,1.1494696539673,1.721450186185334,11.700054136213303,-7.694558221181978,337,0.27299703264094954,0.24925816023738873,1.3262430100576823,1.3472754413810386,35.49129801215483,2.361111111111111
s8>=70 AND s10>=90 AND past_120>=50,combo3,,,,366,0.17759562841530055,0.2978142076502732,1.150438258700994,1.7079635961024582,11.836682518336172,-7.123655913978495,185,0.34594594594594597,0.2918918918918919,1.6806350905360807,1.5777167620496875,47.03764441455604,0.10070493454179255
s8>=70 AND s10>=90 AND slope60>=1,combo3,,,,661,0.1951588502269289,0.2708018154311649,1.2642102163693407,1.5530476069765915,14.351928526848408,-6.122448979591836,347,0.25936599423631124,0.2737752161383285,1.2600222558278882,1.4797935795187989,33.544807021249596,0.10070493454179255
s8>=70 AND s4>=75 AND gap_support_detected,combo3,,,,194,0.2422680412371134,0.15979381443298968,1.569376600013838,0.9164170510440977,19.71374140548975,4.189492981327424,113,0.18584070796460178,0.20353982300884957,0.9028301060194515,1.1001613933991183,7.580573792379385,-8.678881388621022
s8>=70 AND s4>=75 AND past_120<=-20,combo3,,,,488,0.10450819672131148,0.26844262295081966,0.6769886676202003,1.539517645110702,-3.0143046176915904,-12.918994413407821,265,0.13962264150943396,0.2339622641509434,0.6782987732735537,1.2645989700006928,17.902775148551648,-7.534983853606028
s8>=70 AND s4>=75 AND pos252_far,combo3,,,,706,0.0764872521246459,0.3130311614730878,0.49547312584367936,1.795232781068475,-6.289612281932455,-19.288888888888888,565,0.18761061946902655,0.215929203539823,0.9114284879815414,1.167127739084282,15.866662416904742,-10.683760683760683
s8>=70 AND s12>=80 AND chart=box_breakout,combo3,,,,201,0.13930348258706468,0.26865671641791045,0.9023873918995626,1.5407454705084205,11.112203853342344,-3.1932773109243695,85,0.29411764705882354,0.16470588235294117,1.4288487672296641,0.8902584779321765,43.57880890740258,8.548707753479125
s8>=70 AND s12>=80 AND chart=V_recovery,combo3,,,,229,0.18340611353711792,0.2925764192139738,1.188077723396149,1.6779248949811498,3.786488565710522,-9.6137339055794,104,0.23076923076923078,0.10576923076923077,1.121096725057121,0.5716975802655118,26.27767133816461,13.039796782387809
s8>=70 AND s12>=80 AND past_60>=30,combo3,,,,327,0.24770642201834864,0.21100917431192662,1.6046056277322827,1.21013698779484,28.423896731226115,-1.6260162601626018,149,0.2483221476510067,0.3221476510067114,1.206370301459676,1.7412533988318697,27.36262321065575,-5.704697986577181
s8>=70 AND s12>=80 AND past_120>=50,combo3,,,,232,0.2543103448275862,0.24568965517241378,1.6473848646146725,1.4090294424980023,22.708350760821265,-6.284916201117319,83,0.21686746987951808,0.3253012048192771,1.0535607777645235,1.758298801079471,19.905033380100644,4.152823920265781
