Date,Code,Name,Market,Close,sell_date,sell_close,ret_180d,peak_180d,Score,Amount,chart_pattern,past_60,past_120,past_240,pos_252_high,slope60,drawdown60,For_20d,Inst_20d,PER_num,PBR_num,외인소진율_num,loser_prob,RF_위험,모드,결과,결과(peak),수익률(180일),고점도달(peak),RF손절확률
2025-07-28,074600,원익QnC,KOSDAQ,19500.0,2026-04-23,36650.0,87.94871794871794,94.61538461538461,62.01,19132191000.0,mixed,0.16910935738443378,-11.592039800995025,-39.966216216216225,-51.04683195592287,1.50638192341333,-11.433260393873091,303003.0,-160091.0,42.74,1.96,10.85,0.49047795600995964,0,주3건(전체),익절,50%+,87.9,94.6,49.0
2025-07-28,074600,원익QnC,KOSDAQ,19500.0,2026-04-23,36650.0,87.94871794871794,94.61538461538461,64.87,19132191000.0,mixed,0.16910935738443378,-11.592039800995025,-39.966216216216225,-51.04683195592287,1.50638192341333,-11.433260393873091,303003.0,-160091.0,42.74,1.96,10.85,0.49047795600995964,0,주3건(전체),익절,50%+,87.9,94.6,49.0
2025-07-23,089890,코세스,KOSDAQ,9500.0,2026-04-20,34900.0,267.36842105263156,284.2105263157895,62.02,14710161000.0,mixed,11.246612466124661,8.168642951251638,-36.50425367362722,-49.132589838909546,1.782040534909219,-17.002518891687657,102365.0,-176177.0,51.26,8.8,2.72,0.41769555962070654,0,주3건(전체),익절,슈퍼위너,267.4,284.2,41.8
2025-07-23,089890,코세스,KOSDAQ,9500.0,2026-04-20,34900.0,267.36842105263156,284.2105263157895,59.41,14710161000.0,mixed,11.246612466124661,8.168642951251638,-36.50425367362722,-49.132589838909546,1.782040534909219,-17.002518891687657,102365.0,-176177.0,51.26,8.8,2.72,0.4170913553094709,0,주3건(전체),익절,슈퍼위너,267.4,284.2,41.7
2025-07-21,030530,원익홀딩스,KOSDAQ,6350.0,2026-04-16,30750.0,384.25196850393706,696.8503937007874,53.68,30515159950.0,persistent_uptrend,43.55828220858895,112.34119782214158,74.62686567164178,-5.339805825242716,6.139552855825421,-15.334420880913536,,,79.01,2.14,6.18,0.4103627680507245,0,주3건(전체),익절,슈퍼위너,384.3,696.9,41.0
2025-07-17,232140,와이씨,KOSDAQ,11690.0,2026-04-14,19580.0,67.49358426005132,103.1650983746792,74.82,61721423120.0,sideways,2.794411177644718,-10.043668122270743,-31.149732620320858,-44.89031567683253,0.256386914698815,-10.857142857142854,,,81.23,4.25,6.28,0.49846576999998277,0,주3건(전체),익절,100%+,67.5,103.2,49.8
2025-07-17,232140,와이씨,KOSDAQ,11690.0,2026-04-14,19580.0,67.49358426005132,103.1650983746792,76.04,61721423120.0,sideways,2.794411177644718,-10.043668122270743,-31.149732620320858,-44.89031567683253,0.256386914698815,-10.857142857142854,,,81.23,4.25,6.28,0.49846576999998277,0,주3건(전체),익절,100%+,67.5,103.2,49.8
2025-07-14,214370,케어젠,KOSDAQ,43000.0,2026-04-09,84300.0,96.04651162790698,257.6744186046512,56.92,30777250000.0,persistent_uptrend,37.31343283582089,22.666666666666657,55.27426160337552,-4.1666666666666625,6.9250303899693915,-16.781292984869324,-114331.0,-95119.0,204.83,20.31,3.69,0.36128884328382954,0,주3건(전체),익절,슈퍼위너,96.0,257.7,36.1
2025-07-08,010170,대한광통신,KOSDAQ,1009.0,2026-04-03,12740.0,1162.6362735381565,1198.3151635282456,59.38,7963975451.0,persistent_uptrend,89.9581589958159,9.265944645006009,-5.809128630705396,-13.523809523809527,10.70892817957316,-8.190091001011124,,,,49.49,4.3,0.3357098998087666,0,주3건(전체),익절,슈퍼위너,1162.6,1198.3,33.6
2025-07-08,010170,대한광통신,KOSDAQ,1009.0,2026-04-03,12740.0,1162.6362735381565,1198.3151635282456,55.39,7963975451.0,persistent_uptrend,89.9581589958159,9.265944645006009,-5.809128630705396,-13.523809523809527,10.70892817957316,-8.190091001011124,,,,49.49,4.3,0.3366821564349742,0,주3건(전체),익절,슈퍼위너,1162.6,1198.3,33.7
2025-07-08,010170,대한광통신,KOSDAQ,1009.0,2026-04-03,12740.0,1162.6362735381565,1198.3151635282456,60.23,7963975451.0,persistent_uptrend,89.9581589958159,9.265944645006009,-5.809128630705396,-13.523809523809527,10.70892817957316,-8.190091001011124,,,,49.49,4.3,0.3357098998087666,0,주3건(전체),익절,슈퍼위너,1162.6,1198.3,33.6
2025-07-03,036810,에프에스티,KOSDAQ,21023.0,2026-03-31,36500.0,73.6193692622366,142.59144746230322,63.22,10151144757.0,pullback_recovery,-5.023481610469105,15.385601641130853,-49.281447249774565,-52.3823381570941,-0.370362326078792,-15.459617289743989,254106.0,-202219.0,,2.91,5.87,0.4012990267189324,0,주3건(전체),익절,100%+,73.6,142.6,40.1
2025-07-03,036810,에프에스티,KOSDAQ,21023.0,2026-03-31,36500.0,73.6193692622366,142.59144746230322,63.71,10151144757.0,pullback_recovery,-5.023481610469105,15.385601641130853,-49.281447249774565,-52.3823381570941,-0.370362326078792,-15.459617289743989,254106.0,-202219.0,,2.91,5.87,0.4012990267189324,0,주3건(전체),익절,100%+,73.6,142.6,40.1
2025-07-03,036810,에프에스티,KOSDAQ,21023.0,2026-03-31,36500.0,73.6193692622366,142.59144746230322,72.43,10151144757.0,pullback_recovery,-5.023481610469105,15.385601641130853,-49.281447249774565,-52.3823381570941,-0.370362326078792,-15.459617289743989,254106.0,-202219.0,,2.91,5.87,0.40633396618120426,0,주3건(전체),익절,100%+,73.6,142.6,40.6
2025-06-25,046890,서울반도체,KOSDAQ,7270.0,2026-03-23,10030.0,37.964236588720766,105.08940852819806,65.89,7727246650.0,mixed,1.9637462235649439,-7.152682255845944,-27.26293103448276,-34.46601941747572,0.9803504285792773,-10.830860534124632,34329.0,98498.0,,1.37,9.13,0.4696860658451232,0,주3건(전체),익절,100%+,38.0,105.1,47.0
